"stop_number","stop_name","lon","lat","distance_from_center"
"5206","Vanaginės žiedas",25.27287,54.78134,10.4406797773662
"5207","Mažoji Riešė",25.20298,54.80256,13.7081672420923
"5208","Mažoji Riešė",25.20327,54.80298,13.7450821389497
"5209","Bendoriai",25.198,54.79505,13.0578705276821
"5210","Bendoriai",25.19782,54.79589,13.1480420305508
"5211","Bendorėliai",25.1956,54.79022,12.6332626532083
"5212","Bendorėliai",25.19491,54.7893,12.5600562215228
"5213","Klevinė",25.19315,54.78092,11.7806813007689
"5214","Klevinė",25.19251,54.78039,11.7483269743078
"5215","Durpynas",25.19732,54.7699,10.5800298374356
"5216","Durpynas",25.1956,54.7701,10.6548925170047
"5217","Ežero st.",25.22572,54.80919,13.9661100474282
"5218","Ežero st.",25.22401,54.8088,13.9518730638474
"5300","Lazdynų ligoninė",25.20723,54.66903,5.09885181549643
